student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category,ChatGPT_usage,Claude_usage,Copilot_usage,Gemini_usage
1504,24,Female,10,2.7,1,85,Homework,2,70,47,5,57,42.1,70.6,10,8.9,-16.1,4.6,0.3,1.2,6,58.8,1,Medium,1,0,0,1
1505,21,Male,3,0.7,0,138,Coding,2,68,23,1,36,81.8,80.7,8,1.3,12.4,6.7,2.9,2.1,9,58.5,1,Medium,0,0,0,1
1506,17,Female,12,2.0,1,23,Homework,4,31,80,2,92,67.9,81.3,3,1.8,32.3,7.1,1.7,0.5,8,71.6,1,Medium,1,0,0,1
1507,19,Female,3,2.7,1,44,Exam Prep,6,79,8,4,30,98.4,86.5,7,2.9,33.9,6.5,1.8,3.0,8,56.5,1,Medium,0,0,1,0
1508,18,Female,2,3.1,1,110,Notes,8,39,116,9,72,62.7,94.0,10,1.7,24.9,6.6,0.5,4.0,3,63.5,1,Medium,0,0,0,1
1509,16,Male,10,3.5,1,33,,3,61,39,5,37,46.8,87.3,1,8.5,38.3,4.8,1.3,3.3,6,21.3,0,Low,0,0,1,0
1510,23,Male,2,2.0,1,138,Notes,10,89,39,9,26,88.8,82.4,9,1.0,9.9,7.0,5.8,0.8,1,49.9,1,Low,0,0,0,1
1511,24,Male,3,3.4,0,156,Doubt Solving,10,26,1,1,54,70.6,77.3,10,6.9,4.2,8.9,3.4,2.8,3,72.8,1,Medium,0,0,1,0
1512,15,Male,10,3.3,1,149,,6,38,72,9,63,67.6,52.5,6,5.1,-6.7,8.9,3.2,4.1,10,64.6,1,Medium,0,0,0,1
1513,22,Female,1,2.2,1,160,,4,91,5,8,90,37.4,57.0,3,8.0,7.5,5.7,3.0,4.3,7,58.1,1,Medium,0,1,0,0
1514,23,Female,10,5.1,1,121,Doubt Solving,8,32,18,1,58,56.7,44.5,6,4.7,31.4,7.6,4.6,3.7,9,49.4,1,Low,0,0,0,0
1515,22,Female,12,3.5,0,176,Exam Prep,9,65,96,7,30,30.3,55.5,1,6.8,-16.7,6.2,4.1,1.8,2,27.0,0,Low,0,1,0,0
1516,14,Male,3,2.3,0,108,Notes,9,78,18,5,29,45.1,72.6,5,6.8,-6.6,4.7,1.2,4.9,9,31.3,0,Low,0,0,0,1
1517,23,Female,2,5.7,0,22,,6,70,32,10,95,66.8,97.2,10,4.3,38.3,7.7,3.0,4.1,9,78.8,1,High,1,0,0,0
1518,16,Female,2,5.1,0,28,Doubt Solving,2,83,116,8,28,63.1,47.6,9,2.0,27.4,5.7,4.3,4.2,10,42.9,1,Low,0,0,0,1
1519,21,Female,2,5.9,1,5,,2,12,119,4,27,69.7,66.6,4,4.9,-3.3,7.8,2.7,4.3,8,45.6,1,Low,1,0,0,0
1520,19,Male,11,4.3,1,51,Doubt Solving,10,95,108,2,67,90.8,85.1,4,8.9,30.3,5.9,3.3,3.7,1,58.4,1,Medium,0,0,0,0
1521,18,Male,11,2.6,0,88,Coding,9,28,60,1,40,48.2,87.6,3,8.2,-11.3,4.9,0.5,2.5,2,43.9,1,Low,0,0,1,0
1522,18,Male,12,2.0,1,88,Coding,5,67,29,7,99,77.4,51.5,3,4.3,20.0,8.3,0.1,2.2,5,73.2,1,Medium,0,0,0,1
1523,19,Female,1,4.1,1,121,Exam Prep,7,82,102,1,25,68.6,50.7,2,8.8,-8.0,4.3,4.6,3.8,6,34.1,0,Low,1,0,0,0
1524,20,Female,11,5.9,1,141,Exam Prep,6,9,116,9,78,87.4,76.6,4,4.9,11.9,5.8,4.7,2.4,8,61.7,1,Medium,0,0,0,0
1525,14,Male,10,3.9,1,16,Exam Prep,9,99,61,1,87,48.7,94.8,9,2.8,17.9,7.4,3.1,4.5,2,65.7,1,Medium,0,0,0,1
1526,22,Male,3,5.3,0,27,Exam Prep,5,75,12,6,42,99.3,88.3,4,8.8,24.0,8.4,4.9,1.1,8,56.1,1,Medium,0,1,0,0
1527,16,Female,12,2.3,0,8,Notes,8,57,17,2,92,76.5,63.1,5,5.4,34.4,4.8,4.7,3.9,3,70.5,1,Medium,0,1,0,0
1528,17,Female,1,2.7,1,114,Homework,4,85,1,6,94,32.8,79.5,4,4.9,27.6,4.5,2.1,1.2,9,56.9,1,Medium,0,0,0,1
1529,23,Male,10,5.5,0,123,Exam Prep,7,26,2,6,54,30.3,55.3,10,3.1,-2.1,5.5,2.9,2.3,6,57.3,1,Medium,0,0,0,1
1530,14,Female,2,4.7,0,3,Coding,9,98,5,5,31,90.7,68.3,8,7.9,30.6,5.3,2.8,0.4,3,51.8,1,Medium,1,0,0,1
1531,24,Other,11,5.9,1,147,,2,57,27,5,90,48.3,72.1,9,6.0,-16.2,7.5,0.1,2.5,3,73.3,1,Medium,0,0,0,0
1532,23,Female,10,4.8,0,168,Homework,9,80,76,8,76,46.6,78.3,6,2.9,24.2,5.2,0.0,2.6,9,61.5,1,Medium,0,1,0,0
1533,16,Male,1,3.0,1,35,Homework,8,69,83,7,48,68.5,64.0,5,3.3,9.0,7.1,5.0,0.9,1,53.5,1,Medium,0,0,1,0
1534,15,Female,12,3.4,1,133,Notes,10,44,31,5,86,41.9,41.9,10,4.4,6.4,7.3,5.9,1.6,9,75.7,1,High,0,0,0,1
1535,15,Female,10,5.5,1,64,Doubt Solving,1,49,59,4,80,50.2,95.7,4,5.8,22.0,8.0,4.5,1.1,6,53.7,1,Medium,1,0,0,1
1536,14,Male,12,3.5,1,177,,10,47,30,1,80,66.1,97.4,9,8.2,-16.4,7.0,0.4,2.1,7,64.8,1,Medium,0,0,0,0
1537,21,Female,2,1.9,0,2,,7,42,60,2,49,98.7,81.2,4,2.9,32.4,8.6,3.7,3.2,9,65.2,1,Medium,0,0,0,1
1538,16,Female,1,2.9,1,36,Homework,5,13,8,10,46,40.7,56.0,2,7.6,-4.5,7.5,3.8,0.7,8,39.2,0,Low,0,1,0,0
1539,16,Female,1,3.3,1,108,Notes,5,96,66,7,49,32.9,75.7,9,9.2,28.9,5.2,1.6,2.0,9,47.8,1,Low,1,0,0,0
1540,19,Male,11,1.0,1,2,Notes,7,43,53,10,74,79.6,56.6,9,4.6,-0.6,8.7,2.9,2.7,8,81.4,1,High,0,0,0,0
1541,21,Female,3,4.6,0,160,Notes,10,27,94,1,42,73.1,81.9,6,4.3,24.0,4.9,0.1,4.0,4,47.9,1,Low,1,0,0,0
1542,22,Female,1,1.1,1,142,Exam Prep,4,60,78,9,56,51.9,61.6,1,5.3,35.2,4.9,2.8,3.1,9,37.4,0,Low,0,1,0,0
1543,22,Male,10,2.7,1,55,,1,37,67,6,45,49.6,73.4,2,8.4,21.5,7.7,1.6,4.1,1,46.9,1,Low,0,0,1,0
1544,17,Female,10,4.9,0,60,Doubt Solving,6,70,112,5,55,90.7,43.5,10,1.8,-5.9,6.6,1.3,0.3,8,68.0,1,Medium,0,0,0,0
1545,18,Female,10,3.1,0,67,Exam Prep,1,74,16,6,82,52.5,99.8,7,4.5,22.0,4.8,5.8,0.9,9,59.4,1,Medium,1,0,0,1
1546,15,Female,2,5.1,0,78,Coding,1,32,108,1,56,71.5,79.7,1,1.3,22.0,4.6,4.0,4.6,5,50.7,1,Medium,0,0,0,1
1547,24,Male,1,2.4,1,70,Doubt Solving,8,66,58,2,70,59.8,96.4,6,5.7,35.5,4.8,5.4,3.3,7,63.5,1,Medium,0,0,0,1
1548,22,Female,1,5.8,0,110,Exam Prep,4,21,30,7,87,66.9,84.7,9,9.5,-4.6,8.6,0.9,2.1,5,75.0,1,Medium,0,0,0,1
1549,21,Male,10,1.7,1,22,Doubt Solving,5,12,92,6,97,92.2,73.7,6,2.4,38.2,6.9,1.4,1.8,1,83.2,1,High,1,0,0,1
1550,16,Male,11,0.7,1,13,Coding,10,92,74,7,82,61.3,84.2,7,3.3,21.1,7.6,5.6,3.7,4,66.9,1,Medium,1,0,0,1
1551,24,Female,11,5.3,1,133,Exam Prep,10,5,60,6,56,87.8,68.2,4,7.3,-0.9,4.6,1.7,4.4,1,64.0,1,Medium,0,1,0,0
1552,22,Male,1,4.6,1,32,Doubt Solving,1,63,95,7,50,72.2,97.6,10,7.2,10.6,5.9,5.3,2.7,9,65.8,1,Medium,1,0,0,1
1553,16,Female,1,1.8,1,8,Coding,10,53,39,7,97,55.4,86.5,1,6.4,25.7,6.8,4.4,0.7,9,61.5,1,Medium,0,0,0,1
1554,22,Male,12,5.9,1,139,,7,42,2,6,44,31.7,47.3,1,3.2,-17.2,6.5,0.2,4.3,3,26.9,0,Low,0,0,0,0
1555,15,Male,1,3.3,1,116,Notes,2,54,49,8,92,76.7,97.0,8,1.6,0.2,5.9,0.9,2.0,7,77.2,1,High,0,0,0,1
1556,23,Male,10,5.7,1,94,Doubt Solving,6,27,0,7,44,78.8,74.5,5,3.0,33.2,4.5,3.3,4.5,8,49.4,1,Low,1,0,0,1
1557,22,Other,3,3.3,0,178,Coding,9,57,7,9,65,99.5,67.0,7,6.8,-13.6,7.4,5.5,3.8,8,77.0,1,High,1,0,0,1
1558,21,Female,2,3.1,0,2,,2,14,61,5,49,79.8,87.5,9,3.7,11.7,7.0,3.5,1.6,7,63.8,1,Medium,0,1,0,0
1559,22,Female,1,3.0,0,45,Notes,6,23,63,8,39,87.4,53.7,3,8.6,14.5,6.1,4.2,0.6,4,52.2,1,Medium,1,0,0,0
1560,18,Male,1,2.3,1,35,Coding,5,89,40,8,42,41.7,97.5,6,6.5,-2.8,8.6,4.0,2.5,1,41.3,1,Low,1,0,0,1
1561,24,Male,10,3.4,0,140,,2,61,16,8,20,83.4,50.0,6,1.4,4.3,7.8,0.7,0.4,2,44.3,1,Low,1,0,0,0
1562,24,Other,12,3.0,1,12,,9,64,71,4,34,54.6,57.7,6,1.8,34.6,5.8,5.0,4.1,6,42.9,1,Low,0,0,1,0
1563,15,Male,3,0.7,1,84,,2,25,42,9,40,98.6,93.3,1,3.5,-16.4,4.3,4.4,0.3,10,45.4,1,Low,1,0,0,0
1564,21,Male,1,1.9,0,161,Homework,1,94,96,10,49,61.6,76.5,10,6.2,-10.3,8.0,1.9,4.7,8,55.6,1,Medium,1,0,0,1
1565,19,Female,11,1.7,1,42,Coding,9,60,89,4,30,62.5,91.3,9,9.4,34.1,6.2,2.8,2.5,2,50.0,1,Low,0,0,0,1
1566,21,Male,11,5.3,1,127,Exam Prep,9,86,1,6,71,64.8,52.0,9,1.9,-9.2,6.4,2.9,2.4,1,69.1,1,Medium,0,0,0,1
1567,24,Female,11,3.8,1,155,Exam Prep,9,95,46,6,49,51.5,88.2,8,8.5,-9.5,6.9,4.8,4.2,10,46.9,1,Low,1,0,0,1
1568,18,Female,2,4.7,1,46,Exam Prep,8,0,59,2,28,56.6,50.7,9,6.2,15.1,7.3,5.7,2.7,3,58.8,1,Medium,0,1,0,0
1569,23,Male,2,5.8,1,162,Exam Prep,4,81,48,7,88,57.5,84.6,3,4.3,39.1,7.0,5.1,2.1,1,51.8,1,Medium,0,0,0,0
1570,15,Male,3,4.0,0,18,,9,80,92,7,66,65.9,49.3,5,6.8,6.8,5.4,2.9,1.0,2,62.7,1,Medium,1,0,0,1
1571,19,Male,1,5.9,0,82,,2,45,14,1,53,39.9,60.6,9,8.1,11.3,4.9,2.0,3.6,9,48.6,1,Low,1,0,0,1
1572,18,Female,1,2.2,1,96,Homework,1,91,93,5,52,71.8,68.6,10,4.2,29.6,4.1,1.4,2.5,5,55.8,1,Medium,0,0,0,0
1573,18,Female,1,1.5,1,178,Homework,10,0,49,9,84,67.7,95.1,4,9.3,21.8,4.1,4.1,2.5,9,63.8,1,Medium,0,1,0,0
1574,14,Male,2,2.7,0,98,Homework,7,50,107,10,70,98.8,83.9,8,6.0,39.8,8.4,2.5,1.3,9,79.2,1,High,0,1,0,0
1575,15,Male,3,3.1,0,147,Notes,6,35,45,5,98,91.2,56.9,7,2.4,16.8,9.0,0.9,0.7,7,74.8,1,Medium,0,0,1,0
1576,21,Female,1,5.4,1,28,Doubt Solving,3,68,75,10,50,62.4,66.8,3,5.9,5.2,5.8,0.3,1.6,9,43.5,1,Low,0,0,1,0
1577,16,Female,10,3.6,0,127,Exam Prep,2,68,1,7,75,78.9,61.0,1,7.9,0.0,5.1,3.5,4.0,2,58.4,1,Medium,0,0,1,0
1578,23,Male,12,2.1,1,71,Doubt Solving,8,65,84,9,95,75.9,96.4,1,6.3,39.2,6.0,5.2,3.1,10,62.5,1,Medium,0,1,0,0
1579,16,Male,11,4.6,1,64,Exam Prep,4,74,28,1,90,46.4,50.5,10,6.3,28.5,4.5,2.0,1.8,7,69.6,1,Medium,1,0,0,0
1580,21,Male,11,3.3,0,37,Exam Prep,6,98,28,9,64,53.3,94.9,4,1.2,29.2,7.1,1.3,1.5,9,52.1,1,Medium,1,0,0,1
1581,21,Female,10,1.4,1,176,Exam Prep,4,29,79,4,52,32.3,89.7,7,5.2,-8.3,5.1,3.0,0.0,5,52.4,1,Medium,0,0,1,0
1582,15,Other,1,3.7,0,123,Homework,9,95,114,1,70,36.7,47.7,2,4.3,7.6,5.6,4.5,0.2,9,41.8,1,Low,1,0,0,0
1583,21,Male,3,5.5,1,93,,5,7,94,8,24,51.7,56.4,6,1.4,-18.6,8.3,0.2,2.4,8,43.5,1,Low,1,0,0,1
1584,24,Female,3,5.1,1,155,Notes,6,1,60,3,57,84.5,82.6,6,7.1,12.1,6.8,5.3,1.3,7,68.2,1,Medium,0,0,0,0
1585,14,Male,2,3.7,1,32,Exam Prep,9,99,96,8,24,80.1,82.4,6,2.6,-15.6,4.7,5.9,4.7,10,39.6,0,Low,0,0,0,0
1586,19,Male,1,2.6,1,12,Exam Prep,6,24,65,6,75,97.5,54.0,3,4.1,-8.2,4.5,2.7,2.8,10,68.5,1,Medium,0,0,0,0
1587,21,Male,3,1.0,0,171,Exam Prep,2,18,43,6,90,55.7,78.0,7,6.2,-3.1,7.3,5.1,4.5,8,62.4,1,Medium,1,0,0,0
1588,16,Female,1,3.1,1,100,Coding,1,70,3,8,44,54.0,81.2,2,5.0,29.0,4.8,2.5,1.0,2,46.3,1,Low,0,0,0,0
1589,21,Female,11,4.6,1,179,Exam Prep,9,13,38,9,86,37.2,44.3,2,7.3,-13.9,5.0,0.6,0.6,9,58.6,1,Medium,0,0,0,1
1590,14,Female,11,2.5,0,126,Homework,2,3,59,8,71,85.1,62.9,1,8.6,34.4,7.0,3.0,4.2,4,58.2,1,Medium,0,0,0,1
1591,24,Male,2,1.8,0,76,Homework,2,45,48,7,55,41.6,94.4,6,2.5,14.0,8.6,1.1,3.0,1,50.6,1,Medium,0,0,0,0
1592,24,Male,11,5.6,0,120,Doubt Solving,4,32,4,3,42,96.7,94.0,8,3.5,-13.5,6.7,1.1,3.5,4,51.9,1,Medium,1,0,0,1
1593,22,Male,1,5.0,0,168,,10,36,65,4,27,52.1,79.7,4,2.7,39.2,6.3,4.8,2.8,4,46.0,1,Low,1,0,0,0
1594,24,Female,10,4.0,1,48,,10,29,44,9,50,75.3,79.2,4,5.5,-19.9,8.3,0.6,1.8,4,50.7,1,Medium,1,0,0,0
1595,22,Male,2,1.3,0,109,Homework,3,83,59,4,82,61.5,91.3,7,1.7,-10.2,5.5,1.8,1.4,6,69.3,1,Medium,0,0,0,0
1596,18,Female,10,1.3,1,134,Doubt Solving,7,77,7,8,40,45.7,60.5,8,7.7,-9.0,4.2,2.2,0.5,1,41.1,1,Low,0,1,0,0
1597,23,Male,1,1.1,0,35,Notes,7,26,49,6,69,61.9,43.0,2,2.2,32.1,6.8,5.5,0.4,3,61.8,1,Medium,0,0,1,0
1598,17,Male,2,3.9,0,92,Coding,3,12,35,5,48,52.8,90.8,5,9.5,0.9,4.7,3.7,2.3,10,50.0,1,Low,1,0,0,1
1599,24,Male,10,1.1,0,153,Homework,3,70,69,7,79,73.8,58.7,3,8.6,30.1,4.3,0.3,1.5,8,50.0,1,Low,1,0,0,0
1600,19,Male,2,5.1,0,154,Exam Prep,9,81,40,1,86,68.6,80.4,8,9.7,-17.5,4.5,1.7,2.9,9,73.8,1,Medium,0,0,1,0
1601,20,Male,1,6.0,1,23,Notes,7,37,9,10,63,35.8,69.3,1,1.4,37.5,4.6,0.4,3.5,8,41.3,1,Low,0,0,0,0
1602,18,Male,3,2.5,1,80,Exam Prep,3,51,35,3,21,35.0,48.7,7,2.8,31.2,7.3,4.4,3.3,1,30.3,0,Low,1,0,0,1
1603,24,Female,2,3.0,0,160,Doubt Solving,3,72,67,5,34,97.6,65.1,6,9.6,8.6,6.9,1.2,4.4,6,59.5,1,Medium,1,0,0,0
1604,23,Female,3,4.4,1,97,Doubt Solving,3,86,102,4,58,51.1,55.8,2,9.9,-10.8,5.6,1.3,3.7,5,41.7,1,Low,0,0,0,0
1605,22,Male,1,5.7,1,145,Coding,9,94,13,3,59,36.3,40.5,6,3.5,-6.6,5.2,0.7,2.0,7,50.6,1,Medium,0,0,0,1
1606,16,Male,2,5.4,1,104,Notes,8,65,75,3,66,42.7,71.4,8,6.4,-6.3,4.0,4.1,1.8,9,53.8,1,Medium,1,0,0,0
1607,20,Male,2,0.8,1,4,Doubt Solving,7,39,110,9,95,40.8,73.8,1,2.9,22.2,4.8,3.1,0.3,4,53.8,1,Medium,0,0,0,1
1608,23,Male,3,1.4,1,128,Exam Prep,8,37,16,5,71,44.7,58.4,8,9.1,2.5,6.9,1.6,2.8,10,60.8,1,Medium,0,0,0,0
1609,23,Male,11,4.7,1,70,,1,40,20,3,25,33.3,57.7,10,2.2,-19.8,6.8,4.8,3.4,10,44.9,1,Low,0,0,0,1
1610,24,Female,3,4.3,1,121,Homework,9,4,116,5,89,43.8,66.8,1,7.2,3.0,7.7,3.5,1.6,8,54.5,1,Medium,0,1,0,0
1611,18,Male,3,1.2,0,2,Homework,5,63,76,9,67,95.9,77.1,9,3.6,14.3,4.2,1.1,4.2,1,79.3,1,High,0,0,0,0
1612,20,Male,3,3.3,1,35,,5,55,96,3,77,70.0,98.1,1,4.4,-16.8,8.0,0.1,1.8,6,47.6,1,Low,0,0,0,0
1613,15,Male,1,4.8,1,162,Notes,5,86,53,5,22,52.8,68.7,8,5.9,13.1,6.9,0.5,1.8,7,50.4,1,Medium,0,1,0,0
1614,17,Male,12,1.7,1,178,Notes,9,48,12,2,65,85.3,96.0,8,4.8,26.6,5.4,2.0,1.6,10,74.8,1,Medium,0,0,1,0
1615,15,Female,3,5.3,1,120,Doubt Solving,5,58,47,8,37,92.7,98.5,10,5.7,13.9,6.2,0.5,0.5,9,68.9,1,Medium,1,0,0,1
1616,20,Male,2,0.8,1,139,Homework,2,95,44,6,75,35.0,76.5,9,7.1,-0.1,8.0,1.5,5.0,2,59.4,1,Medium,0,0,1,0
1617,15,Male,10,4.8,1,14,,6,38,8,8,52,54.1,73.6,10,3.7,1.7,6.4,0.5,2.4,8,56.4,1,Medium,0,1,0,0
1618,24,Female,11,3.9,1,131,Coding,7,79,54,1,36,87.3,43.6,10,7.6,5.8,7.5,0.4,4.7,4,65.8,1,Medium,0,0,1,0
1619,14,Male,3,2.2,1,15,,7,54,49,2,51,72.5,53.4,4,4.8,30.9,6.0,1.8,2.9,5,55.3,1,Medium,1,0,0,1
1620,22,Female,3,4.5,1,133,Coding,7,74,111,7,95,77.8,99.9,3,1.2,-18.1,6.7,3.1,4.3,8,66.5,1,Medium,1,0,0,1
1621,14,Female,11,4.8,0,62,,2,77,19,7,21,69.2,84.8,4,8.6,1.3,8.2,2.1,3.0,7,37.5,0,Low,1,0,0,0
1622,21,Male,3,5.6,0,22,,6,63,107,9,45,35.8,80.1,8,3.5,37.6,6.5,0.6,3.2,3,45.7,1,Low,0,0,1,0
1623,15,Female,2,2.5,1,76,,9,2,39,6,58,89.6,74.0,4,8.7,29.9,6.8,0.3,4.8,5,58.5,1,Medium,0,1,0,0
1624,21,Male,12,4.3,0,171,,1,7,0,7,82,46.7,81.0,9,7.7,-11.9,6.1,1.2,3.8,4,72.3,1,Medium,1,0,0,0
1625,16,Female,3,3.8,1,0,,3,78,76,4,36,37.2,80.8,3,4.7,1.3,5.0,4.2,0.9,1,31.0,0,Low,0,0,1,0
1626,19,Male,11,3.4,1,75,,6,72,85,2,53,53.8,53.3,5,6.9,-18.9,8.9,4.0,3.3,10,50.7,1,Medium,0,0,0,0
1627,16,Male,3,5.4,1,26,Coding,7,15,114,9,38,82.2,87.1,8,9.9,23.8,4.1,5.4,1.7,1,61.0,1,Medium,1,0,0,1
1628,20,Female,1,0.5,1,24,Coding,2,25,76,1,81,91.6,67.9,8,3.8,-13.8,4.6,5.5,2.0,9,70.8,1,Medium,0,1,0,0
1629,23,Female,2,2.1,1,85,Doubt Solving,10,31,63,6,51,75.5,82.1,1,5.1,3.2,7.6,4.6,4.3,5,54.2,1,Medium,0,0,0,0
1630,22,Other,2,3.5,1,61,,8,81,34,10,69,55.1,60.9,7,2.3,34.2,7.7,0.1,4.3,10,69.5,1,Medium,0,0,1,0
1631,15,Female,12,1.5,1,145,Exam Prep,6,7,64,9,64,81.0,74.6,5,8.8,-11.8,4.8,0.7,1.8,3,60.6,1,Medium,1,0,0,1
1632,18,Male,1,5.5,1,92,Coding,9,59,109,10,73,83.7,84.1,4,6.0,-0.5,7.2,4.4,4.5,1,64.1,1,Medium,1,0,0,1
1633,19,Male,1,4.1,1,29,Doubt Solving,9,95,119,10,20,94.6,76.7,1,1.9,28.9,8.4,5.0,2.4,2,46.0,1,Low,0,0,0,0
1634,17,Male,12,3.1,1,157,Coding,9,73,52,2,85,38.3,78.0,4,6.4,17.9,8.0,3.7,1.4,2,57.4,1,Medium,0,0,1,0
1635,17,Male,10,5.0,1,83,Coding,9,11,96,2,59,39.8,51.1,3,5.2,25.5,4.0,2.2,0.2,5,36.9,0,Low,0,0,1,0
1636,17,Male,3,3.0,1,174,,2,75,60,9,43,60.5,70.4,1,3.8,37.5,4.2,1.1,1.5,5,37.2,0,Low,0,1,0,0
1637,15,Female,1,3.6,0,149,Exam Prep,10,58,4,10,71,53.8,56.5,9,1.2,34.8,6.3,4.1,3.8,1,62.6,1,Medium,1,0,0,0
1638,17,Male,10,0.5,0,124,Coding,10,58,93,10,21,84.1,62.2,7,2.9,-2.8,5.8,2.5,2.4,2,45.5,1,Low,1,0,0,1
1639,24,Male,10,2.5,1,169,Doubt Solving,7,73,68,9,80,71.2,88.1,7,2.9,-2.1,4.5,2.2,1.1,4,67.7,1,Medium,1,0,0,0
1640,14,Male,2,1.3,1,33,,5,33,106,4,46,36.7,42.9,2,7.4,-14.8,5.0,2.8,2.4,6,40.1,1,Low,1,0,0,0
1641,19,Female,3,4.3,1,3,Doubt Solving,9,29,88,8,85,67.4,55.4,7,3.3,2.5,8.7,5.0,4.5,6,67.3,1,Medium,1,0,0,1
1642,14,Female,2,3.1,0,30,Homework,1,43,59,8,52,50.0,87.4,4,9.8,26.5,5.8,3.9,1.5,2,51.9,1,Medium,0,0,1,0
1643,23,Female,11,2.2,1,50,Notes,10,94,89,2,53,58.5,90.8,4,2.7,-4.5,5.1,3.3,3.4,9,52.2,1,Medium,1,0,0,1
1644,19,Male,2,3.1,0,49,Coding,7,37,18,4,81,35.7,52.8,9,9.0,29.7,4.8,1.9,0.7,10,62.5,1,Medium,0,0,0,0
1645,14,Female,1,1.7,1,13,,10,24,75,6,51,32.5,49.9,4,4.3,14.4,7.0,2.0,4.4,1,37.4,0,Low,1,0,0,0
1646,19,Male,1,5.6,1,7,Coding,5,23,56,4,22,97.6,88.0,3,10.0,1.6,6.3,5.9,2.5,9,54.4,1,Medium,0,1,0,0
1647,23,Female,3,0.8,1,100,Doubt Solving,9,96,7,7,74,81.9,83.0,5,8.2,5.1,5.7,2.8,1.4,5,54.5,1,Medium,1,0,0,1
1648,21,Female,10,5.3,0,68,Coding,7,60,73,10,46,75.7,73.8,6,6.4,26.3,5.8,1.4,4.3,4,60.2,1,Medium,0,1,0,0
1649,24,Male,1,3.3,1,135,,4,8,17,5,95,77.3,67.5,8,8.5,-1.0,5.0,4.3,0.7,1,85.3,1,High,0,0,1,0
1650,15,Female,2,3.9,1,138,Doubt Solving,8,88,104,4,27,74.6,92.5,4,9.1,23.0,7.7,4.5,1.8,3,47.4,1,Low,0,0,1,0
1651,15,Female,2,2.2,1,28,Homework,9,83,10,6,39,56.5,56.8,9,10.0,5.0,7.7,2.3,0.8,7,38.5,0,Low,0,0,0,0
1652,17,Male,3,5.8,1,166,,9,47,61,6,71,64.8,78.9,3,2.5,28.9,4.2,4.7,4.4,1,56.9,1,Medium,0,1,0,0
1653,24,Female,2,2.1,1,140,Coding,10,80,29,5,36,94.8,95.8,5,6.3,-7.3,5.1,5.2,2.2,2,49.4,1,Low,0,1,0,0
1654,16,Male,12,3.7,0,63,,4,51,4,6,52,56.0,50.3,3,4.5,-1.5,4.3,5.0,1.5,10,46.8,1,Low,1,0,0,1
1655,17,Male,3,6.0,0,48,,6,69,87,5,74,43.4,51.6,6,4.5,9.8,4.4,0.4,4.3,5,57.6,1,Medium,0,0,1,0
1656,20,Male,3,5.3,1,18,Homework,4,63,108,7,94,33.8,47.1,3,6.7,24.9,8.8,4.8,4.5,7,65.1,1,Medium,0,1,0,0
1657,24,Male,1,3.4,1,126,Homework,1,35,76,5,92,48.2,56.0,7,5.5,-10.5,6.3,2.4,0.5,6,62.7,1,Medium,0,0,0,1
1658,14,Female,3,5.9,0,82,Notes,6,19,55,4,90,39.2,74.1,3,8.3,34.2,5.0,0.6,3.0,5,54.3,1,Medium,1,0,0,1
1659,19,Male,11,4.4,1,95,Doubt Solving,8,89,35,9,35,75.6,59.8,5,4.0,-18.9,8.8,5.4,2.8,9,41.5,1,Low,1,0,0,1
1660,16,Female,1,1.6,1,114,Homework,6,49,112,5,98,46.6,73.6,7,5.8,-18.4,6.4,2.9,4.2,8,72.3,1,Medium,0,0,0,1
1661,24,Male,1,2.7,0,102,Doubt Solving,3,11,26,6,83,53.3,69.0,8,9.7,6.9,7.4,5.3,2.5,5,78.3,1,High,0,0,1,0
1662,23,Other,12,2.3,0,179,Notes,8,6,31,2,59,36.7,71.9,9,1.8,29.7,8.8,3.6,0.5,10,57.6,1,Medium,0,1,0,0
1663,20,Female,1,2.4,1,116,Doubt Solving,10,39,13,1,77,60.5,97.1,6,3.4,-12.1,8.6,2.0,4.9,2,62.2,1,Medium,0,1,0,0
1664,23,Female,10,4.7,1,77,,9,93,40,3,42,96.8,52.4,6,1.9,9.1,8.8,3.5,2.7,10,65.0,1,Medium,0,0,1,0
1665,15,Male,2,3.7,0,70,Notes,1,85,117,7,26,60.7,80.2,1,1.6,5.7,8.2,5.7,3.2,8,35.0,0,Low,0,0,0,1
1666,15,Male,2,0.7,0,19,Coding,6,41,65,1,78,82.6,68.5,6,1.1,24.7,7.5,3.7,0.3,10,58.9,1,Medium,0,0,0,1
1667,17,Male,3,5.3,1,95,Notes,10,92,3,1,78,69.9,80.8,5,4.3,-7.2,5.0,4.9,4.0,2,66.8,1,Medium,0,0,0,1
1668,14,Female,12,2.1,0,109,Notes,8,85,10,8,22,52.2,75.9,9,8.6,15.6,4.9,5.2,4.5,7,41.3,1,Low,1,0,0,1
1669,16,Female,2,6.0,1,94,Notes,2,87,105,3,49,95.9,85.4,4,3.2,35.2,5.8,2.3,1.4,6,51.0,1,Medium,0,1,0,0
1670,22,Male,10,5.7,1,85,Exam Prep,4,66,100,2,29,66.3,72.0,4,3.9,-16.7,8.5,0.9,1.4,5,48.3,1,Low,1,0,0,0
